folio;depto;area;s01a_01;s01a_02;s01a_02e;s01a_03;s01a_03e;s01a_04;s01a_05;s01a_06;s01a_06e;s01a_07;s01a_08;s01a_08e;s01a_09;s01a_09e;s01a_10;s01a_10e;s01a_11aa;s01a_11ab;s01a_11b;s01a_12;s01a_13;s01a_14_1;s01a_14_2;s01a_14_3;s01a_15;s01a_16;s01a_17;s01a_18;s01a_19;s01a_20;s01a_21;s01a_21e;s01a_22_1a;s01a_22_1b;s01a_22_2a;s01a_22_2b;s01a_22_3a;s01a_22_3b;s01a_22_4a;s01a_22_4ae;s01a_22_4b;s01a_23_1a;s01a_23_1b;s01a_23_2a;s01a_23_2b;s01a_23_3a;s01a_23_3b;s01a_23_4a;s01a_23_4b;s01a_23_5a;s01a_23_5ae;s01a_23_5b;s01a_24;s01a_25;s01a_25e;s01a_26;s01a_27;s01a_28;s01a_29;s01a_30;s01a_31;upm;estrato;factor
88099;3;1;4;3; ; ; ;250; ;1; ;1;2; ;6; ;1; ;24;0;7;20;2;1;1;1;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;1;1;2; ;2;323-00526244107-A;13;214
88102;3;1;1;1; ;4; ; ;350;1; ;2;2; ;5; ;2; ;12;0;7;25;2;1;1;1;2; ;1; ;1;85;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;2;2;2; ;2;323-00526244107-A;13;214
88105;3;2;1;7; ; ; ; ;200;1; ;1;2; ;5; ;4; ; ; ; ;15;1;1;1;1;2; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;45;2;1;2; ;2;343-05199811803-D;23;359
88106;3;2;1;1; ;3; ; ;600;1; ;1;2; ;6; ;4; ; ; ; ;15;1;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;343-05199811803-D;23;359
88107;3;2;1;3; ; ; ;100; ;1; ;1;2; ;5; ;4; ; ; ; ;10;1;1;1;1;3; ;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;343-05199811803-D;23;359
88108;3;2;1;1; ;3; ; ;400;1; ;1;3; ;6; ;4; ; ; ; ;10;1;1;1;1;2; ;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;67;3;2;2; ;2;343-05199811803-D;23;359
88122;3;1;1;1; ;4; ; ;1200;1; ;1;3; ;6; ;1; ;24;0;7;60;2;1;1;1;1;1;2;2;1;200;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;5;3;2; ;2;323-00526244107-A;13;214
88123;3;1;1;1; ;4; ; ;300;2; ;1;1; ;5; ;2; ;12;0;7;45;2;1;1;1;1;3;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;3;2; ;2;323-00526244107-A;13;214
88130;3;1;1;1; ;4; ; ;700;2; ;1;1; ;5; ;1; ;24;0;7;30;1;1;1;2;1;2;1; ;1;105;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;10;2;1;1;70;2;324-00526811118-A;14;207
88132;3;1;4;3; ; ; ;280; ;1; ;1;1; ;5; ;10; ; ; ; ;25;2;1;1;1;1;1;2;3;1;45;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;322-00528904430-A;12;189
88133;3;1;4;7; ; ; ; ;300;2; ;1;1; ;5; ;1; ;5;0;3;25;2;1;1;1;1;1;2;2;1;65;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;2;2; ;2;322-00528904430-A;12;189
88134;3;1;3;7; ; ; ; ;600;1; ;1;1; ;5; ;1; ;5;0;3;40;2;1;1;1;1;1;1; ;1;85;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;3;2;2; ;2;322-00528904430-A;12;189
88135;3;1;4;7; ; ; ; ;200;1; ;1;1; ;5; ;1; ;3;0;3;38;2;1;1;1;1;1;2;2;1;90;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;2;2; ;2;322-00528904430-A;12;189
88151;2;1;1;7; ; ; ; ;200;1; ;1;1; ;5; ;1; ;24;0;7;18;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;2;1;2; ;2;212-00628150114-A;12;198
88156;2;1;1;1; ;4; ; ;600;1; ;1;1; ;6; ;1; ;18;0;7;38;2;1;1;1;1;1;1; ;1;150;6; ;1;500;1;150;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;22;2;2;1;20;2;213-06088601725-A;13;221
88162;6;2;1;1; ;4; ; ;900;2; ;1;2; ;5; ;11; ; ; ; ;0;2;2;1;1;2; ;1; ;1;30;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;3;2;2; ;2;653-02938653832-D;23;259
88168;6;2;1;1; ;4; ; ;500;2; ;1;1; ;5; ;11; ; ; ; ;0;2;2;1;1;2; ;1; ;1;28;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;2;1;2; ;2;653-02938653832-D;23;259
88170;6;2;1;1; ;4; ; ;900;2; ;1;2; ;5; ;11; ; ; ; ;0;2;2;1;1;2; ;1; ;1;50;2; ;1;500;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;15;3;2;2; ;2;653-02938653832-D;23;259
88174;6;2;1;1; ;4; ; ;1000;2; ;1;2; ;5; ;11; ; ; ; ;0;2;1;2;1;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;2;1;2; ;2;653-02938653832-D;23;259
88176;3;1;4;7; ; ; ; ;500;1; ;1;3; ;6; ;1; ;18;0;7;30;1;1;1;1;1;1;2;2;1;120;6; ;2; ;2; ;1;100;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;45;1;1;1;20;2;323-00525234974-A;13;214
88182;3;1;4;5; ; ; ; ;1800;1; ;1;2; ;6; ;1; ;20;0;7;60;1;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;1;200;2; ; ;1;3; ;45;2;2;1;25;2;323-00525234974-A;13;214
88194;6;2;1;1; ;5;HERENCIA; ;250;1; ;1;2; ;5; ;12;HACE MAS DE DOS MESES QUE NO HAY AGUA EN LA PILA AHORA LA TRAEN DE UN CANAL CERCA DEL POBLADO; ; ; ;0;1;1;2;2;5; ; ; ;1;38;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;653-02938653832-D;23;259
88200;6;2;1;1; ;4; ; ;300;1; ;1;2; ;5; ;1; ; ; ; ;0;1;1;2;2;1;3;1; ;1;14;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;2;2; ;2;653-02938653832-D;23;259
88202;6;2;1;7; ; ; ; ;200;2; ;1;4; ;5; ;9; ; ; ; ;0;2;1;2;2;5; ; ; ;1;35;2; ;1;2000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;35;3;2;2; ;2;653-02938653832-D;23;259
88208;6;2;1;1; ;4; ; ;500;2; ;1;4; ;5; ;9; ; ; ; ;0;1;1;2;2;5; ; ; ;1;20;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;653-02938653832-D;23;259
88212;6;2;1;1; ;4; ; ;2000;1; ;1;2; ;6; ;2; ;24;0;7;20;2;1;2;2;2; ;1; ;1;20;5; ;1;3000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;4;2;2; ;2;644-02925402368-A;24;143
88215;6;2;1;1; ;4; ; ;1500;1; ;1;3; ;6; ;2; ;24;0;7;20;2;1;2;2;2; ;1; ;1;80;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;3;2;2; ;2;644-02925402368-A;24;143
88220;9;1;1;1; ;4; ; ;3000;1; ;1;2; ;6; ;10; ; ; ; ;1000;1;1;1;1;1;2;1; ;1;900;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;2; ;46;6;6;2; ;2;913-12113545662-A;13;107
88234;9;1;1;1; ;4; ; ;1000;5; ;2;1; ;6; ;10; ; ; ; ;140;1;1;1;1;1;2;1; ;1;210;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;46;3;3;2; ;2;913-12113545662-A;13;107
88235;9;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;10; ; ; ; ;200;1;1;1;1;1;2;1; ;1;300;6; ;1;2000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;69;3;3;2; ;1;913-12113545662-A;13;107
88236;9;1;4;3; ; ; ;450; ;1; ;1;1; ;6; ;10; ; ; ; ;80;1;1;1;1;1;2;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;2; ;23;1;0;2; ;2;913-12113545662-A;13;107
88250;9;1;1;1; ;4; ; ;1000;1; ;1;1; ;6; ;10; ; ; ; ;100;1;1;1;1;1;2;1; ;2; ;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;1;2; ;2;912-01211539603-A;12;68
88251;9;1;1;1; ;4; ; ;800;5; ;2;1; ;2; ;10; ; ; ; ;60;1;1;1;1;2; ;1; ;1;120;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;1;2; ;2;912-01211539603-A;12;68
88252;9;1;1;1; ;4; ; ;1500;1; ;2;1; ;6; ;10; ; ; ; ;80;1;1;1;1;2; ;1; ;1;120;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;46;1;0;2; ;2;912-01211539603-A;12;68
88253;9;1;1;1; ;4; ; ;1200;5; ;2;1; ;6; ;11; ; ; ; ;100;1;1;1;1;2; ;1; ;1;120;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;2;1;2; ;2;912-01211539603-A;12;68
88422;3;1;1;7; ; ; ; ;250;1; ;1;1; ;5; ;1; ;24;0;7;24;2;1;1;1;1;2;1; ;1;28;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;23;1;1;2; ;2;323-00526244107-A;13;214
88423;3;1;1;1; ;4; ; ;450;1; ;1;2; ;5; ;1; ;24;0;7;33;2;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;4;4;1;25;2;323-00526244107-A;13;214
88426;3;1;1;3; ; ; ;250; ;1; ;1;2; ;6; ;1; ;24;0;7;25;2;1;1;1;1;1;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;1;2; ;2;323-00526244107-A;13;214
88432;3;1;1;1; ;4; ; ;580;1; ;1;2; ;6; ;1; ;24;0;7;130;2;1;1;1;1;1;1; ;1;180;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;4;4;2; ;2;323-00526244107-A;13;214
88624;2;1;1;1; ;4; ; ;500;1; ;1;1; ;5; ;1; ;24;0;7;11;2;1;1;1;1;1;2;2;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;3;2;1;16;2;214-00630885287-A;14;275
88625;2;1;1;1; ;4; ; ;500;1; ;1;1; ;3; ;1; ;24;0;7;50;2;1;1;1;1;1;1; ;1;170;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;12;3;2;1;60;2;214-00630885287-A;14;275
88626;2;1;1;1; ;4; ; ;200;1; ;1;2; ;5; ;1; ;24;0;7;15;2;1;1;1;1;1;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;13;3;1;2; ;2;214-00630885287-A;14;275
88647;7;1;1;1; ;4; ; ;1000;1; ;1;2; ;6; ;1; ;24;0;7;50;1;1;1;1;1;2;1; ;1;170;6; ;2; ;1;60;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;22;5;4;2; ;2;722-05309715645-A;12;398
88654;4;1;1;5; ; ; ; ;400;2; ;1;1; ;5; ;2; ;2;0;7;14;2;1;1;1;1;1;1; ;1;40;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;2;1;2; ;2;422-04541077486-A;12;178
88659;7;1;1;3; ; ; ;4524; ;1; ;1;2; ;6; ;1; ;24;0;7;400;2;1;1;1;1;1;1; ;1;600;5; ;2; ;1;200;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;60;5;3;1;200;1;714-05216053823-A;14;441
88665;7;1;1;1; ;4; ; ;2100;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;1;1;1;1; ;1;350;5; ;1;2000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;4;3;1;50;1;714-05216053823-A;14;441
88670;7;1;1;2; ;2; ; ;3500;1; ;1;3; ;6; ;1; ;24;0;7;429;2;1;1;1;1;1;1; ;1;620;5; ;2; ;1;2500;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;100;5;4;1;50;1;714-05216053823-A;14;441
88677;7;1;1;2; ;2; ; ;2500;1; ;1;2; ;6; ;1; ;24;0;7;250;2;1;1;1;1;1;1; ;1;600;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;150;4;3;2; ;1;714-05216053823-A;14;441
88689;6;2;1;1; ;4; ; ;1500;1; ;1;2; ;5; ;4; ; ; ; ;20;2;1;1;1;1;2;1; ;1;80;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;4; ;16;3;2;2; ;2;644-02925402368-A;24;143
88692;7;1;4;3; ; ; ;300; ;1; ;1;3; ;5; ;1; ;24;0;7;21;1;1;1;1;1;2;1; ;1;50;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;1;50;2;722-05309715645-A;12;398
88695;7;1;1;1; ;4; ; ;750;1; ;2;1; ;5; ;2; ;24;0;7;50;1;1;1;1;1;2;1; ;1;112;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;2;2;1;40;2;722-05309715645-A;12;398
88701;7;1;4;3; ; ; ;300; ;1; ;1;2; ;5; ;2; ;24;0;7;30;1;1;1;1;1;1;2;4;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;723-05505987387-A;13;486
88705;7;1;1;7; ; ; ; ;300;1; ;1;2; ;6; ;1; ;24;0;7;30;1;1;2;2;1;1;2;3;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;1;1;2; ;2;723-05505987387-A;13;486
88708;7;1;1;1; ;4; ; ;300;1; ;1;2; ;6; ;2; ;24;0;7;70;2;1;2;2;1;1;1; ;1;88;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;36;2;2;2; ;2;723-05505987387-A;13;486
88712;4;1;1;3; ; ; ;170; ;1; ;1;1; ;7; ;2; ;2;0;3;10;2;1;2;1;1;1;2;3;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;1;1;2; ;2;422-04541077486-A;12;178
88715;2;1;3;1; ;4; ; ;3500;1; ;1;1; ;3; ;1; ; ; ;7;60;2;1;1;1;1;1;1; ;1;190;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;18;4;3;1;55;1;214-00628865882-A;14;252
88716;2;1;3;1; ;4; ; ;5500;1; ;1;1; ;3; ;1; ;12;0;7;85;2;1;1;1;1;1;1; ;1;240;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;4;2;1;45;1;214-00628865882-A;14;252
88717;2;1;3;1; ;4; ; ;4500;1; ;1;1; ;3; ;1; ;18;0;7;65;2;1;1;1;1;1;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;22;4;3;1;45;1;214-00628865882-A;14;252
88718;2;1;3;1; ;4; ; ;4500;1; ;1;1; ;3; ;1; ;18;0;7;115;2;1;1;1;1;1;1; ;1;250;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;20;4;3;1;80;1;214-00628865882-A;14;252
88719;6;2;1;1; ;4; ; ;100;2; ;1;2; ;5; ;8; ; ; ; ;5;1;1;1;1;1;3;1; ;1;20;2; ;1;5000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;1;2; ;2;651-03141096464-D;21;134
88731;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;5; ;2; ;24;0;7;70;2;1;1;2;1;1;1; ;1;120;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;4;4;2; ;2;723-05505987387-A;13;486
88758;7;1;1;1; ;4; ; ;1500;1; ;1;2; ;6; ;2; ;24;0;7;50;2;1;1;2;1;2;1; ;1;130;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;100;5;3;2; ;2;722-05067560564-A;12;398
88765;7;1;1;1; ;4; ; ;500;1; ;1;2; ;6; ;1; ;24;0;7;40;2;1;1;1;1;2;1; ;1;150;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;15;2;2;2; ;2;722-05067560564-A;12;398
88766;7;1;4;3; ; ; ;250; ;1; ;1;2; ;5; ;2; ;24;0;7;20;1;1;2;2;1;2;2;3;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;7; ; ;1;0;2; ;2;722-05067560564-A;12;398
88771;6;2;1;1; ;4; ; ;300;2; ;1;4; ;1; ;2; ;20;0;1;20;2;2;1;1;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;15;2;2;2; ;2;653-02938653832-D;23;259
88775;6;2;1;1; ;5;HERENCIA FAMILIAR; ;350;2; ;1;2; ;5; ;2; ;10;0;1;10;2;2;1;1;2; ;1; ;1;35;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;28;3;3;2; ;2;653-02938653832-D;23;259
88779;6;2;1;7; ; ; ; ;250;2; ;1;4; ;1; ;2; ;24;0;1;15;2;1;1;1;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;2;2;2; ;2;653-02938653832-D;23;259
88783;6;2;1;1; ;4; ; ;350;1; ;1;2; ;5; ;2; ;3;0;1;10;2;2;2;2;2; ;1; ;1;30;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;10;2;2;2; ;2;653-02938653832-D;23;259
88787;8;1;1;1; ;4; ; ;400;2; ;2;4; ;1; ;1; ;24;0;7;49;1;1;1;1;2; ;1; ;1;49;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;3;3;2; ;2;833-08622376111-A;13;243
88788;8;1;1;1; ;4; ; ;500;1; ;1;2; ;5; ;2; ;24;0;7;70;1;1;1;1;1;2;1; ;1;220;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;30;3;3;2; ;2;833-08622376111-A;13;243
88804;6;2;1;1; ;4; ; ;200;2; ;1;2; ;5; ;8; ; ; ; ;2;2;1;1;1;1;2;1; ;1;35;4; ;1;12000;2; ;2; ;2; ; ;1;27000;2; ;2; ;1;48;2; ; ;1;3; ;25;2;2;2; ;1;651-03141096464-D;21;134
88807;3;1;1;1; ;4; ; ;2000;1; ;1;3; ;6; ;1; ;24;0;7;10;2;1;1;2;2; ;1; ;1;88;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;23;3;1;2; ;2;323-05293443056-A;13;214
88808;3;1;1;1; ;4; ; ;1200;1; ;1;1; ;6; ;1; ;24;0;7;20;2;1;1;1;2; ;1; ;1;300;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;23;5;4;2; ;2;323-05293443056-A;13;214
88818;1;1;4;3; ; ; ;100; ;2; ;1;2; ;5; ;2; ;24;0;7;15;2;1;1;1;1;1;1; ;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;25;1;0;2; ;2;132-04285768426-A;11;198
88820;1;1;1;1; ;4; ; ;150;2; ;2;1; ;5; ;2; ;24;0;7;7;2;1;1;1;1;1;1; ;1;30;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;11;1;1;2; ;2;132-04285768426-A;11;198
88826;1;1;1;1; ;4; ; ;100;2; ;2;1; ;1; ;2; ;24;0;7;7;2;1;1;1;5; ; ; ;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;10;2;2;2; ;2;132-04285768426-A;11;198
88832;1;1;1;1; ;4; ; ;50;2; ;2;1; ;1; ;2; ;24;0;7;7;2;1;1;1;1;1;1; ;1;15;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;25;2;1;2; ;2;132-04285768426-A;11;198
88835;1;1;1;1; ;4; ; ;100;2; ;1;2; ;5; ;2; ;8;0;7;3;1;1;2;2;1;1;1; ;1;35;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;4;3;2; ;2;132-04285768426-A;11;198
88839;1;1;1;1; ;4; ; ;100;2; ;1;1; ;5; ;2; ;8;0;5;3;1;1;2;2;1;1;1; ;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;7;3;1;2; ;2;132-04285768426-A;11;198
88842;1;1;1;1; ;4; ; ;50;2; ;1;2; ;5; ;2; ;8;0;6;3;1;1;2;2;5; ; ; ;1;15;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;7;2;1;2; ;2;132-04285768426-A;11;198
88845;1;1;1;1; ;4; ; ;50;2; ;1;2; ;5; ;2; ;5;0;6;3;1;1;2;2;5; ; ; ;1;20;6; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;1; ;20;1;1;2; ;2;132-04285768426-A;11;198
88848;1;1;1;1; ;3; ; ;200;2; ;1;2; ;5; ;1; ;24;0;7;8;1;1;1;1;1;1;1; ;1;30;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;4;3;2; ;2;132-04285768426-A;11;198
88856;1;1;1;1; ;4; ; ;20;2; ;2;2; ;1; ;2; ;24;0;7;6;2;1;1;2;5; ; ; ;1;25;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;8;1;1;2; ;2;132-04285768426-A;11;198
88862;1;1;1;1; ;4; ; ;50;2; ;1;2; ;5; ;2; ;24;0;7;3;1;1;1;1;1;1;1; ;1;17;3; ;2; ;2; ;2; ;2; ; ;1;2000;2; ;2; ;2; ;2; ; ;1;4; ;8;2;1;2; ;2;132-04285768426-A;11;198
88865;1;1;1;7; ; ; ; ;200;2; ;1;2; ;5; ;2; ;24;0;7;5;2;1;1;1;1;1;1; ;1;20;3; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;13;3;1;2; ;2;132-04285768426-A;11;198
88885;8;2;1;1; ;4; ; ;500;1; ;1;2; ;5; ;6; ; ; ; ;0;1;1;1;2;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;75;3;3;2; ;2;843-08310202208-A;23;157
88886;8;2;1;1; ;4; ; ;250;3; ;2;1; ;1; ;4; ; ; ; ;0;1;1;2;2;2; ;1; ;1;10;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;75;1;1;2; ;2;843-08310202208-A;23;157
88887;8;2;1;1; ;4; ; ;400;5; ;2;1; ;5; ;4; ; ; ; ;0;1;1;2;2;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;75;2;2;2; ;2;843-08310202208-A;23;157
88888;8;2;1;1; ;4; ; ;500;5; ;2;1; ;5; ;6; ; ; ; ;0;1;1;2;2;2; ;1; ;1;120;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;75;2;2;2; ;2;843-08310202208-A;23;157
88908;8;2;1;1; ;4; ; ;400;5; ;2;1; ;5; ;6; ; ; ; ;0;2;1;1;2;2; ;1; ;1;25;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1; ;0;2;2;2; ;2;843-08310202208-A;23;157
88909;8;2;1;1; ;4; ; ;500;5; ;2;1; ;5; ;4; ; ; ; ;0;1;1;1;1;2; ;1; ;1;250;2; ;1;4000;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;120;2;2;2; ;2;843-08310202208-A;23;157
88910;8;2;1;3; ; ; ;300; ;5; ;2;1; ;5; ;6; ; ; ; ;0;1;1;1;2;2; ;1; ;1;13;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2;3; ;50;1;1;2; ;2;843-08310202208-A;23;157
88911;8;2;1;7; ; ; ; ;500;5; ;2;1; ;5; ;4; ; ; ; ;0;1;1;1;1;1;2;1; ;1;30;2; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;3; ;50;2;2;2; ;2;843-08310202208-A;23;157
88927;2;1;1;1; ;4; ; ;3000;1; ;1;2; ;3; ;1; ;24;0;7;60;2;1;1;1;1;1;1; ;1;150;5; ;2; ;2; ;2; ;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;4; ;25;5;3;1;50;1;214-00628006300-A;14;252
